trade_date,trigger_ts,tf,direction,kind,pattern,htf_flag,confluence,entry_variant,limit_price,fill_ts,entry,stop_initial,target_name,target_level,working_target,exit_ts,exit_price,exit_reason,points,r_multiple,size,dollars,slippage_ticks,mgmt_variant,mfe_r,mae_r
2026-03-11,2026-03-11T09:53:00-04:00,1min,long,rejection_block,A,range,4,E4,25043.5,2026-03-11T09:54:00-04:00,25055.75,25020.25,walkout_ny_vwap_upper_1,25094.810993595784,25092.25,2026-03-11T09:58:00-04:00,25092.25,partial+target,19.375,0.5458,1.0,382.5,0,V8,1.48,-0.69
2026-03-12,2026-03-12T08:52:00-04:00,2min,short,displacement,B,counter_trend,3,E4,24810.75,2026-03-12T08:53:00-04:00,24803.25,24826.5,walkout_profile_val,24775.875,24778.5,2026-03-12T08:55:00-04:00,24826.75,stop,-23.5,-1.0108,1.0,-475.0,1,V8,0.08,-1.04
2026-03-12,2026-03-12T08:56:00-04:00,2min,long,displacement,B,with_trend,3,E4,24825.0,2026-03-12T08:57:00-04:00,24825.75,24804.75,prior_day_low,24873.5,24871.0,2026-03-12T09:14:00-04:00,24804.5,stop,-21.25,-1.0119,1.0,-430.0,1,V8,1.29,-1.23
2026-03-13,2026-03-13T08:28:00-04:00,2min,long,displacement,B,range,3,E4,24650.75,2026-03-13T08:29:00-04:00,24656.75,24634.75,walkout_daily_vwap_upper_2,24703.302039551483,24700.75,2026-03-13T08:36:00-04:00,24645.75,partial+stop,-7.0625,-0.321,1.0,-146.25,4,V8,1.06,-0.75
2026-03-13,2026-03-13T08:42:00-04:00,3min,long,displacement,B,range,3,E4,24656.75,2026-03-13T08:43:00-04:00,24654.5,24635.25,walkout_daily_vwap_upper_2,24708.387615734428,24706.0,2026-03-13T08:45:00-04:00,24706.0,partial+target,27.9375,1.4513,1.0,553.75,0,V8,4.0,-0.17
2026-03-16,2026-03-16T09:33:00-04:00,1min,long,rejection_block,B2,with_trend,3,E4,24900.0,2026-03-16T09:34:00-04:00,24921.25,24880.0,walkout_daily_vwap_upper_2,24948.340739588813,24945.75,2026-03-16T09:42:00-04:00,24890.25,partial+stop,-24.625,-0.597,1.0,-497.5,1,V8,0.25,-0.95
2026-03-16,2026-03-16T09:46:00-04:00,2min,long,displacement,B,with_trend,3,E4,24937.5,2026-03-16T09:47:00-04:00,24935.75,24880.0,walkout_prior_week_high,25217.5,25215.0,2026-03-16T10:29:00-04:00,24946.25,partial+stop,6.375,0.1143,0.5,58.75,1,V8,0.79,-0.73
2026-03-17,2026-03-17T08:05:00-04:00,5min,long,displacement,B,with_trend,3,E4,24847.0,2026-03-17T08:06:00-04:00,24852.25,24812.75,walkout_prior_day_high,25035.0,25032.5,2026-03-17T08:46:00-04:00,24920.0,partial+stop,37.875,0.9589,1.0,752.5,1,V8,2.23,-0.08
2026-03-17,2026-03-17T10:08:00-04:00,2min,short,displacement,B,counter_trend,3,E4,25066.25,2026-03-17T10:09:00-04:00,25068.0,25078.5,prior_day_high,25035.0,25037.5,2026-03-17T10:11:00-04:00,25037.5,target,30.5,2.9048,1.0,605.0,0,V8,3.0,-0.57
2026-03-18,2026-03-18T09:32:00-04:00,2min,long,rejection_block,A,with_trend,3,E4,24928.0,2026-03-18T09:33:00-04:00,24940.5,24904.25,data_extreme_Core PPI m/m,25026.25,25023.75,2026-03-18T09:43:00-04:00,24936.0,partial+stop,5.1875,0.1431,1.0,98.75,1,V8,1.36,-0.43
2026-03-18,2026-03-18T09:59:00-04:00,1min,long,displacement,B,range,3,E4,24962.75,2026-03-18T10:00:00-04:00,24969.25,24937.25,data_extreme_Core PPI m/m,25026.25,25023.75,2026-03-18T10:02:00-04:00,24937.0,stop,-32.25,-1.0078,1.0,-650.0,1,V8,0.27,-1.44
2026-03-19,2026-03-19T08:08:00-04:00,2min,long,displacement,B,range,3,E4,24555.0,2026-03-19T08:09:00-04:00,24535.25,24490.0,walkout_daily_vwap_upper_2,24690.055620637784,24687.5,2026-03-19T08:24:00-04:00,24489.0,stop,-46.25,-1.0221,0.5,-467.5,4,V8,0.29,-1.0
2026-03-20,2026-03-20T08:00:00-04:00,5min,long,displacement,B,counter_trend,3,E4,24444.25,2026-03-20T08:01:00-04:00,24461.75,24427.5,asia_session_low,24518.5,24516.0,2026-03-20T08:04:00-04:00,24427.25,partial+stop,-23.3125,-0.6807,1.0,-471.25,1,V8,0.07,-1.08
2026-03-20,2026-03-20T08:05:00-04:00,5min,long,rejection_block,A,counter_trend,3,E4,24434.75,2026-03-20T08:06:00-04:00,24453.0,24424.75,daily_vwap_mid,24521.186442748898,24518.75,2026-03-20T08:16:00-04:00,24471.75,partial+stop,7.1875,0.2544,1.0,138.75,1,V8,1.63,-0.17
2026-03-23,2026-03-23T08:20:00-04:00,5min,long,displacement,B,range,3,E4,24521.0,2026-03-23T08:21:00-04:00,24512.25,24394.25,walkout_prior_week_high,25210.5,25208.0,2026-03-23T09:30:00-04:00,24493.0,be_stop,-19.25,-0.1631,0.5,-197.5,1,V8,1.15,-0.68
2026-03-23,2026-03-23T09:39:00-04:00,3min,long,displacement,B,with_trend,3,E4,24528.5,2026-03-23T09:40:00-04:00,24539.0,24447.25,walkout_london_session_high,24763.0,24760.5,2026-03-23T09:57:00-04:00,24543.75,partial+stop,5.25,0.0572,0.5,47.5,1,V8,0.77,-0.73
2026-03-24,2026-03-24T09:28:00-04:00,2min,short,displacement,B,with_trend,3,E4,24235.25,2026-03-24T09:29:00-04:00,24238.0,24269.25,walkout_prior_week_low,23971.25,23973.75,2026-03-24T09:30:00-04:00,24270.25,stop,-32.25,-1.032,1.0,-650.0,4,V8,0.35,-1.5
2026-03-24,2026-03-24T09:30:00-04:00,5min,short,rejection_block,B2,with_trend,3,E4,24254.5,2026-03-24T09:31:00-04:00,24263.25,24270.5,walkout_london_session_low,24205.25,24207.75,2026-03-24T09:31:00-04:00,24271.5,stop,-8.25,-1.1379,1.0,-170.0,4,V8,2.83,-7.48
2026-03-25,2026-03-25T08:00:00-04:00,5min,long,displacement,B,range,3,E4,24495.0,2026-03-25T08:01:00-04:00,24508.5,24469.5,walkout_prior_day_high,24550.0,24547.5,2026-03-25T08:15:00-04:00,24499.5,partial+stop,-9.6875,-0.2484,1.0,-198.75,1,V8,0.8,-0.28
2026-03-25,2026-03-25T08:45:00-04:00,5min,short,displacement,B,counter_trend,3,E4,24427.75,2026-03-25T08:46:00-04:00,24419.5,24456.75,london_session_low,24352.0,24354.5,2026-03-25T08:55:00-04:00,24457.0,stop,-37.5,-1.0067,1.0,-755.0,1,V8,0.05,-1.49
2026-03-26,2026-03-26T08:30:00-04:00,5min,short,rejection_block,B2,with_trend,3,E4,24132.0,2026-03-26T08:31:00-04:00,24114.0,24139.25,profile_val,24086.375,24089.0,2026-03-26T08:35:00-04:00,24089.0,partial+target,26.3125,1.0421,1.0,521.25,0,V8,1.78,-0.28
2026-03-26,2026-03-26T09:02:00-04:00,2min,short,rejection_block,B2,with_trend,3,E4,24130.5,2026-03-26T09:03:00-04:00,24117.0,24136.75,profile_val,24078.125,24080.5,2026-03-26T09:13:00-04:00,24137.0,stop,-20.0,-1.0127,1.0,-405.0,1,V8,0.32,-1.47
2026-03-30,2026-03-30T09:34:00-04:00,2min,short,displacement,B,range,3,E4,23491.75,2026-03-30T09:35:00-04:00,23463.5,23538.25,walkout_london_session_low,23360.0,23362.5,2026-03-30T09:46:00-04:00,23362.5,partial+target,43.25,0.5786,0.5,427.5,0,V8,1.37,-0.05
2026-03-31,2026-03-31T08:57:00-04:00,3min,short,displacement,B,range,3,E4,23392.0,2026-03-31T08:58:00-04:00,23380.25,23420.75,london_session_low,23238.25,23240.75,2026-03-31T09:30:00-04:00,23382.0,be_stop,-1.75,-0.0432,1.0,-40.0,1,V8,0.57,-1.18
2026-03-31,2026-03-31T09:45:00-04:00,5min,long,rejection_block,B2,with_trend,3,E4,23416.75,2026-03-31T09:46:00-04:00,23459.0,23407.0,london_session_high,23439.25,23436.75,2026-03-31T09:46:00-04:00,23436.75,target,-22.25,-0.4279,0.5,-227.5,0,V8,0.49,-0.19
