trade_date,trigger_ts,tf,direction,kind,pattern,htf_flag,confluence,entry_variant,limit_price,fill_ts,entry,stop_initial,target_name,target_level,working_target,exit_ts,exit_price,exit_reason,points,r_multiple,size,dollars,slippage_ticks,mgmt_variant,mfe_r,mae_r
2026-02-20,2026-02-20T10:08:00-05:00,2min,long,rejection_block,A,counter_trend,3,E4,24903.0,2026-02-20T10:09:00-05:00,24976.75,24858.25,walkout_daily_vwap_upper_2,25029.971750157034,25027.5,2026-02-20T10:16:00-05:00,24920.75,partial+stop,-38.375,-0.3238,0.5,-388.75,1,V8,0.42,-0.98
2026-02-23,2026-02-23T09:35:00-05:00,5min,long,rejection_block,A,counter_trend,3,E4,25005.0,2026-02-23T09:36:00-05:00,24993.75,24970.5,walkout_prior_day_high,25139.5,25137.0,2026-02-23T09:36:00-05:00,24970.25,stop,-23.5,-1.0108,1.0,-475.0,1,V8,0.47,-1.11
2026-02-23,2026-02-23T09:37:00-05:00,1min,long,rejection_block,A,counter_trend,3,E4,24989.0,2026-02-23T09:38:00-05:00,25005.5,24968.0,walkout_ny_session_high,25040.0,25037.5,2026-02-23T09:40:00-05:00,24970.25,partial+stop,-18.375,-0.49,1.0,-372.5,1,V8,0.65,-2.11
2026-02-24,2026-02-24T08:02:00-05:00,2min,long,displacement,B,with_trend,3,E4,24832.25,2026-02-24T08:03:00-05:00,24823.5,24814.25,asia_session_high,24888.25,24885.75,2026-02-24T08:38:00-05:00,24848.75,partial+stop,27.5625,2.9797,1.0,546.25,1,V8,5.05,-0.46
2026-02-24,2026-02-24T08:45:00-05:00,5min,long,displacement,B,range,3,E4,24871.75,2026-02-24T08:46:00-05:00,24871.0,24838.25,walkout_prior_day_high,25059.75,25057.25,2026-02-24T08:52:00-05:00,24869.75,partial+stop,8.0,0.2443,1.0,155.0,1,V8,0.56,-0.03
2026-02-25,2026-02-25T09:22:00-05:00,2min,long,rejection_block,B2,with_trend,4,E4,25147.0,2026-02-25T09:23:00-05:00,25148.25,25134.75,walkout_daily_vwap_upper_2,25176.64630951189,25174.25,2026-02-25T09:30:00-05:00,25174.25,partial+target,21.3125,1.5787,1.0,421.25,0,V8,5.31,-0.31
2026-02-25,2026-02-25T10:07:00-05:00,1min,short,rejection_block,A,counter_trend,3,E4,25321.0,2026-02-25T10:08:00-05:00,25314.5,25344.0,walkout_ny_vwap_lower_1,25228.761993455253,25231.25,2026-02-25T12:47:00-05:00,25344.25,stop,-29.75,-1.0085,1.0,-600.0,1,V8,1.69,-1.03
2026-02-26,2026-02-26T08:01:00-05:00,1min,long,rejection_block,B2,with_trend,3,E4,25376.0,2026-02-26T08:02:00-05:00,25375.25,25369.25,london_session_high,25401.5,25399.0,2026-02-26T08:02:00-05:00,25369.0,stop,-6.25,-1.0417,1.0,-130.0,1,V8,0.25,-1.21
2026-02-26,2026-02-26T08:04:00-05:00,2min,short,displacement,B,counter_trend,3,E4,25368.0,2026-02-26T08:05:00-05:00,25362.75,25376.75,london_session_low,25343.25,25345.75,2026-02-26T08:12:00-05:00,25373.75,partial+stop,-7.6875,-0.5491,1.0,-158.75,1,V8,0.09,-0.86
2026-02-27,2026-02-27T09:31:00-05:00,1min,short,rejection_block,A,with_trend,3,E4,24828.25,2026-02-27T09:32:00-05:00,24824.75,24867.0,walkout_prior_week_low,24449.25,24451.75,2026-02-27T09:32:00-05:00,24867.25,stop,-42.5,-1.0059,0.5,-430.0,1,V8,0.01,-1.38
2026-02-27,2026-02-27T09:51:00-05:00,3min,long,rejection_block,A,counter_trend,3,E4,24905.25,2026-02-27T09:52:00-05:00,24916.0,24869.5,walkout_profile_poc,24995.375,24993.0,2026-02-27T09:55:00-05:00,24869.25,stop,-46.75,-1.0054,0.5,-472.5,1,V8,-0.01,-1.19
