dateStart,side,entryPrice,avgClosePrice,initalSL
2026-01-15 19:03:00,buy,20886.724180028883,20889.70611180626,20856.724180028883
2026-01-15 19:04:00,buy,20886.591132139383,20896.05959178897,20856.591132139383
2026-01-16 17:14:00,sell,20862.185054661957,20819.05078033891,20892.185054661957
2026-01-16 20:58:00,buy,20838.686341392084,20842.093545652177,20808.686341392084
2026-01-17 19:22:00,buy,20859.573557156047,20856.08074156136,20829.573557156047
2026-01-17 19:53:00,buy,20862.29038736566,20861.647608064002,20832.29038736566
2026-01-18 15:32:00,buy,20859.66732552927,20875.221050801803,20829.66732552927
2026-01-18 15:46:00,sell,20858.43269459163,20881.139643952803,20888.43269459163
2026-01-18 16:10:00,sell,20852.09060975652,20849.100982023094,20882.09060975652
2026-01-18 16:32:00,buy,20844.618533097,20846.423739154114,20814.618533097
2026-01-19 16:30:00,sell,20824.248468592676,20809.187635878345,20854.248468592676
2026-01-19 16:45:00,sell,20825.644395291234,20862.697645809658,20855.644395291234
2026-01-19 18:30:00,sell,20826.327181948767,20808.906784589602,20856.327181948767
2026-01-19 19:43:00,buy,20831.511617102435,20833.860491652402,20801.511617102435
2026-01-20 17:18:00,sell,20815.064382810902,20849.733046055895,20845.064382810902
2026-01-21 17:27:00,sell,20824.014140634645,20835.590592543187,20854.014140634645
2026-01-21 19:02:00,buy,20824.074926224614,20786.243285058143,20794.074926224614
2026-01-21 19:09:00,sell,20823.668920633045,20817.28326844762,20853.668920633045
2026-01-21 19:28:00,sell,20823.050477104076,20856.298939539098,20853.050477104076
2026-01-22 15:25:00,sell,20874.492674417088,20862.406751758084,20904.492674417088
2026-01-22 19:14:00,buy,20876.818849273117,20913.03326714915,20846.818849273117
2026-01-22 19:23:00,buy,20879.95171541042,20865.041498325903,20849.95171541042
2026-01-22 19:34:00,sell,20875.81806449122,20888.954688921804,20905.81806449122
2026-01-23 14:35:00,sell,20852.368096268172,20868.117992087224,20882.368096268172
2026-01-23 18:00:00,buy,20873.735863699174,20887.51245797827,20843.735863699174
2026-01-23 20:25:00,buy,20877.259617234024,20880.89799084443,20847.259617234024
2026-01-24 17:15:00,buy,20848.786373007926,20840.802327807756,20818.786373007926
2026-01-24 19:44:00,buy,20838.7058094753,20864.92931131612,20808.7058094753
2026-01-25 14:32:00,sell,20776.145077445486,20758.75588497756,20806.145077445486
2026-01-25 15:21:00,buy,20778.717294701262,20742.678595382924,20748.717294701262
2026-01-25 19:14:00,sell,20795.87514789862,20801.999434512214,20825.87514789862
2026-01-26 14:39:00,buy,20769.72974894951,20754.25688107621,20739.72974894951
2026-01-26 14:46:00,buy,20770.7307760324,20746.836392158562,20740.7307760324
2026-01-26 16:41:00,sell,20766.542363026114,20764.98953875536,20796.542363026114
2026-01-26 17:39:00,sell,20781.421974381916,20811.734325779962,20811.421974381916
2026-01-26 17:46:00,buy,20779.376542524027,20770.789486251448,20749.376542524027
2026-01-27 14:36:00,buy,20723.503107940713,20746.4217864856,20693.503107940713
2026-01-27 20:21:00,sell,20718.847312764465,20740.93974915055,20748.847312764465
2026-01-27 20:55:00,buy,20722.168739231292,20696.44312693481,20692.168739231292
2026-01-29 16:34:00,buy,20687.31288090924,20751.69433254413,20657.31288090924
2026-01-29 18:16:00,buy,20692.549742307383,20711.211739679184,20662.549742307383
2026-01-30 15:29:00,buy,20693.11061964783,20706.845127834564,20663.11061964783
2026-01-30 16:11:00,buy,20693.29985042563,20692.87933482182,20663.29985042563
2026-01-30 16:40:00,sell,20693.112522793796,20700.9157892056,20723.112522793796
2026-01-30 18:10:00,sell,20697.55737391239,20702.64077400184,20727.55737391239
2026-01-30 19:22:00,sell,20687.496885866643,20667.696200540187,20717.496885866643
2026-01-31 15:13:00,buy,20669.027260965635,20730.630096999706,20639.027260965635
2026-01-31 17:06:00,buy,20686.030980348452,20678.010563845666,20656.030980348452
2026-01-31 18:35:00,sell,20688.640614603864,20676.43827710201,20718.640614603864
2026-02-01 15:08:00,sell,20658.56608089424,20654.81235834975,20688.56608089424
2026-02-01 16:36:00,buy,20661.098127427194,20673.836002009648,20631.098127427194
2026-02-01 16:43:00,sell,20658.944793284416,20639.573012752044,20688.944793284416
2026-02-01 19:29:00,sell,20654.89078947594,20685.31033362902,20684.89078947594
2026-02-02 19:55:00,buy,20613.401323845148,20663.370325195883,20583.401323845148
2026-02-03 15:37:00,sell,20602.7148044019,20598.5140867121,20632.7148044019
2026-02-03 17:48:00,sell,20575.3626868185,20528.122779608802,20605.3626868185
2026-02-03 19:26:00,buy,20564.470271905957,20553.158336285327,20534.470271905957
2026-02-04 14:35:00,sell,20600.00856852834,20605.799487640747,20630.00856852834
2026-02-04 16:29:00,buy,20628.727488672936,20661.85917182219,20598.727488672936
2026-02-04 16:54:00,buy,20627.95328779964,20616.249028677077,20597.95328779964
2026-02-04 18:47:00,buy,20617.39751099096,20598.82502806357,20587.39751099096
2026-02-04 19:58:00,buy,20611.579453121278,20611.742769843146,20581.579453121278
2026-02-04 20:54:00,sell,20616.7602105459,20634.31665879012,20646.7602105459
2026-02-05 15:32:00,buy,20633.766801604856,20638.81009801316,20603.766801604856
2026-02-05 16:43:00,buy,20637.24509929506,20619.778210790413,20607.24509929506
2026-02-05 17:09:00,sell,20638.094674097156,20632.883909128177,20668.094674097156
2026-02-05 17:34:00,sell,20643.30067386321,20652.370889431877,20673.30067386321
2026-02-05 19:25:00,buy,20647.72779268803,20620.201449215354,20617.72779268803
2026-02-05 20:52:00,sell,20662.41367349584,20648.232787315676,20692.41367349584
2026-02-06 18:12:00,sell,20707.527506723447,20695.51463123407,20737.527506723447
2026-02-07 16:43:00,sell,20732.941324538442,20709.16179956375,20762.941324538442
2026-02-07 18:51:00,sell,20718.96243631786,20711.68200998903,20748.96243631786
2026-02-08 19:03:00,buy,20715.461671118333,20696.490623590344,20685.461671118333
2026-02-08 20:18:00,sell,20725.62782830085,20745.135207143467,20755.62782830085
2026-02-09 15:18:00,sell,20767.975726069984,20698.120900132275,20797.975726069984
2026-02-09 18:51:00,sell,20754.17107073168,20740.064693783672,20784.17107073168
2026-02-10 16:58:00,sell,20755.19825669199,20754.701757733754,20785.19825669199
2026-02-10 20:44:00,buy,20774.365872113885,20784.45746514242,20744.365872113885
2026-02-11 14:32:00,buy,20788.778874253712,20798.989755458802,20758.778874253712
2026-02-11 20:38:00,buy,20816.270375171247,20796.956116982197,20786.270375171247
2026-02-12 16:14:00,buy,20745.51755074902,20785.457361948193,20715.51755074902
2026-02-12 19:24:00,sell,20741.56172045707,20714.64974330815,20771.56172045707
2026-02-13 14:39:00,sell,20741.23687612745,20717.016452540935,20771.23687612745
2026-02-13 16:55:00,buy,20730.94681366998,20708.63527381849,20700.94681366998
2026-02-13 18:15:00,buy,20733.36646442519,20699.832812113807,20703.36646442519
2026-02-14 17:06:00,buy,20755.85063389275,20721.674428708964,20725.85063389275
2026-02-14 17:34:00,buy,20745.194397824438,20736.419485071776,20715.194397824438
2026-02-14 18:53:00,buy,20748.824494085206,20756.51096807966,20718.824494085206
2026-02-14 18:58:00,buy,20747.34732751613,20778.95747294748,20717.34732751613
2026-02-15 14:44:00,sell,20703.839072249375,20726.388961946195,20733.839072249375
2026-02-15 15:35:00,buy,20702.615037167627,20697.91477542523,20672.615037167627
2026-02-16 17:17:00,buy,20759.734741161945,20747.923224989663,20729.734741161945
2026-02-16 17:20:00,buy,20761.256421394006,20768.099474818428,20731.256421394006
2026-02-16 20:13:00,buy,20760.488537439483,20746.914454870315,20730.488537439483
2026-02-17 15:46:00,buy,20776.98655870364,20780.04026079125,20746.98655870364
2026-02-18 18:55:00,sell,20815.486590043532,20826.365643752073,20845.486590043532
2026-02-20 16:08:00,sell,20906.687316826577,20880.47115352801,20936.687316826577
2026-02-20 16:11:00,sell,20908.082340526915,20897.15731601366,20938.082340526915
2026-02-20 19:21:00,sell,20888.54872036432,20836.71600874843,20918.54872036432
2026-02-21 17:27:00,sell,20875.49274244252,20892.752483715263,20905.49274244252
2026-02-21 19:23:00,buy,20875.373587929364,20912.074843158403,20845.373587929364
2026-02-22 15:05:00,buy,20882.914647956768,20869.211887906487,20852.914647956768
2026-02-22 15:44:00,buy,20877.232563705482,20906.50633924,20847.232563705482
2026-02-22 16:23:00,buy,20881.904213625174,20905.9348288377,20851.904213625174
2026-02-22 17:12:00,sell,20899.48865043866,20872.227860061066,20929.48865043866
2026-02-22 18:46:00,sell,20908.431241697745,20912.32588382658,20938.431241697745
2026-02-22 20:50:00,sell,20915.037971620142,20915.46325545277,20945.037971620142
2026-02-23 14:52:00,buy,20929.58037773085,20939.486893514844,20899.58037773085
2026-02-23 15:05:00,buy,20922.74736318777,20913.0996380846,20892.74736318777
2026-02-23 17:00:00,buy,20929.88620757167,20915.515571183147,20899.88620757167
2026-02-23 17:11:00,sell,20926.922431430383,20924.001281507055,20956.922431430383
2026-02-23 18:03:00,buy,20917.630700528207,20931.572862404948,20887.630700528207
2026-02-23 18:59:00,sell,20910.12173701476,20911.55626348476,20940.12173701476
2026-02-23 20:23:00,sell,20925.168755996332,20937.515957964624,20955.168755996332
2026-02-23 20:40:00,buy,20916.523827145724,20951.657649694902,20886.523827145724
2026-02-24 20:21:00,buy,20924.912239399524,20938.754029345706,20894.912239399524
2026-02-25 14:53:00,sell,20951.618298313,20990.38237144508,20981.618298313
2026-02-25 16:24:00,buy,20947.744748258832,20940.094891087967,20917.744748258832
2026-02-25 16:59:00,buy,20947.68296554993,20929.21230494723,20917.68296554993
2026-02-25 19:12:00,sell,20944.32500525065,20940.55051133185,20974.32500525065
2026-02-25 19:19:00,sell,20946.990908135125,20954.994096162205,20976.990908135125
2026-02-26 19:15:00,sell,20995.2925974131,20992.947309122308,21025.2925974131
2026-02-26 20:07:00,buy,20990.618812869758,20954.644507460278,20960.618812869758
2026-02-27 16:55:00,buy,20960.67122456608,20998.45309206469,20930.67122456608
2026-02-28 14:35:00,sell,20979.97307849093,20975.59916091495,21009.97307849093
2026-02-28 14:58:00,sell,20972.724474110568,20967.167055412232,21002.724474110568
2026-02-28 15:04:00,sell,20974.283791017504,20949.970175050068,21004.283791017504
2026-02-28 15:46:00,buy,20966.956147036562,20969.45588754571,20936.956147036562
2026-02-28 18:19:00,sell,20954.694349445883,20972.311896027546,20984.694349445883
2026-03-01 15:08:00,buy,20907.806210375802,20885.313619579985,20877.806210375802
2026-03-01 18:59:00,buy,20894.774744812792,20906.61300972657,20864.774744812792
2026-03-02 20:29:00,buy,20858.435571051417,20856.088797980912,20828.435571051417
2026-03-03 15:04:00,sell,20947.78373600954,20942.88910647252,20977.78373600954
2026-03-03 16:25:00,buy,20944.38902025873,20996.091976489664,20914.38902025873
2026-03-03 16:33:00,sell,20944.75069804462,20936.6633881717,20974.75069804462
2026-03-03 16:36:00,buy,20941.109110191817,20940.067403966335,20911.109110191817
2026-03-03 20:27:00,buy,20963.295414411325,20926.189578518504,20933.295414411325
2026-03-04 19:41:00,buy,20917.2798764831,20910.176176307003,20887.2798764831
2026-03-04 19:42:00,sell,20916.502690494533,20888.29568963872,20946.502690494533
2026-03-04 20:06:00,buy,20915.376707049472,20885.13084998451,20885.376707049472
2026-03-05 14:56:00,sell,20911.64642201378,20892.314120987907,20941.64642201378
2026-03-05 15:31:00,sell,20909.755791977244,20951.556977367483,20939.755791977244
2026-03-05 16:50:00,sell,20891.92834160891,20899.75591442789,20921.92834160891
2026-03-05 18:48:00,sell,20919.250246197633,20928.10193302731,20949.250246197633
2026-03-05 20:27:00,buy,20931.740259193757,20943.67061936885,20901.740259193757
2026-03-05 20:35:00,sell,20930.76165966518,20938.74298938458,20960.76165966518
2026-03-06 14:40:00,buy,20905.024840114,20891.36329876641,20875.024840114
2026-03-06 15:25:00,buy,20909.045715350207,20906.2980825519,20879.045715350207
2026-03-06 16:49:00,buy,20905.112593698155,20913.36779105673,20875.112593698155
2026-03-06 18:49:00,sell,20893.353813907874,20885.827494558962,20923.353813907874
2026-03-07 16:00:00,buy,20877.79223252068,20862.534245749448,20847.79223252068
2026-03-07 19:31:00,sell,20870.962101776582,20861.638084188853,20900.962101776582
2026-03-08 19:31:00,buy,20835.817111485238,20833.19945646699,20805.817111485238
2026-03-08 19:48:00,sell,20830.700934160548,20818.193621218437,20860.700934160548
2026-03-08 19:50:00,buy,20828.616395901703,20864.17299107021,20798.616395901703
2026-03-09 13:53:00,sell,20826.690813430323,20810.02141366065,20856.690813430323
2026-03-09 14:47:00,buy,20828.77865769644,20818.860737248495,20798.77865769644
2026-03-09 17:41:00,buy,20835.3495842438,20782.88687638329,20805.3495842438
2026-03-09 19:18:00,sell,20845.460290499428,20857.987165993996,20875.460290499428
2026-03-09 19:29:00,buy,20847.769752192504,20840.319379456378,20817.769752192504
2026-03-10 14:15:00,buy,20801.667755350045,20823.17522370954,20771.667755350045
2026-03-11 17:34:00,buy,20839.629110559,20837.8579662294,20809.629110559
2026-03-12 13:48:00,sell,20900.7453400918,20922.95404925234,20930.7453400918
2026-03-12 15:00:00,buy,20911.609724596252,20946.600042655187,20881.609724596252
2026-03-12 16:25:00,buy,20910.563527901057,20915.574354546105,20880.563527901057
2026-03-13 13:40:00,buy,20861.68550816291,20866.18136010848,20831.68550816291
2026-03-13 14:47:00,buy,20844.995267596078,20811.24653622574,20814.995267596078
2026-03-13 15:52:00,buy,20855.41517604655,20820.837358426874,20825.41517604655
2026-03-13 18:53:00,buy,20877.738764382233,20889.21231479104,20847.738764382233
2026-03-14 19:25:00,buy,20828.70512314482,20858.824144074624,20798.70512314482
2026-03-14 19:37:00,sell,20827.22645874535,20830.741348809745,20857.22645874535
2026-03-15 15:51:00,sell,20761.32803641898,20744.416411848728,20791.32803641898
2026-03-15 16:47:00,sell,20754.84968365406,20746.32058424532,20784.84968365406
2026-03-15 19:22:00,buy,20763.758276845107,20742.38667203187,20733.758276845107
2026-03-16 16:10:00,sell,20823.64366328326,20794.470273421877,20853.64366328326
2026-03-17 14:09:00,sell,20867.533259137093,20855.620801396588,20897.533259137093
2026-03-17 17:29:00,sell,20848.145319217987,20842.628435804338,20878.145319217987
2026-03-17 19:44:00,buy,20852.02715645414,20836.117675765574,20822.02715645414
2026-03-17 19:53:00,buy,20851.98652927281,20872.45069062118,20821.98652927281
2026-03-18 15:04:00,sell,20878.352903461964,20910.7418745424,20908.352903461964
2026-03-18 18:38:00,buy,20895.454005419826,20910.60601953851,20865.454005419826
2026-03-18 18:48:00,sell,20890.80031697813,20886.37772280676,20920.80031697813
2026-03-20 15:41:00,sell,20889.65514417148,20881.50316888619,20919.65514417148
2026-03-20 16:06:00,buy,20886.631585484156,20894.843937348305,20856.631585484156
2026-03-20 16:23:00,buy,20892.405079615648,20877.5789230562,20862.405079615648
2026-03-20 16:51:00,sell,20896.068580104406,20903.900580208487,20926.068580104406
2026-03-21 13:34:00,buy,20869.54290942542,20878.475422173255,20839.54290942542
2026-03-21 13:37:00,buy,20867.922843204353,20857.265398557847,20837.922843204353
2026-03-21 15:41:00,buy,20856.543836717858,20882.55904414765,20826.543836717858
2026-03-21 19:47:00,sell,20875.16453334801,20884.633803828892,20905.16453334801
2026-03-22 14:21:00,buy,20856.45023590471,20880.3647967167,20826.45023590471
2026-03-22 14:41:00,sell,20850.520996499246,20835.153567967613,20880.520996499246
2026-03-22 15:07:00,buy,20857.435248942398,20856.843702364495,20827.435248942398
2026-03-22 15:33:00,buy,20861.90513700073,20858.771440738445,20831.90513700073
2026-03-22 16:13:00,buy,20860.662220958515,20873.46220746419,20830.662220958515
2026-03-22 18:22:00,buy,20885.82902510637,20885.889861234842,20855.82902510637
2026-03-23 15:09:00,sell,20897.48354527402,20927.105926394222,20927.48354527402
2026-03-23 19:41:00,buy,20877.815895222753,20880.564974609577,20847.815895222753
2026-03-23 19:49:00,sell,20876.662483665143,20895.11618946835,20906.662483665143
2026-03-24 15:55:00,buy,20910.008469821038,20928.784652574835,20880.008469821038
2026-03-25 14:22:00,buy,20850.89656924122,20912.535323321903,20820.89656924122
2026-03-25 15:03:00,sell,20849.71819885908,20844.89898310383,20879.71819885908
2026-03-25 19:45:00,buy,20844.267489008627,20836.333912194383,20814.267489008627
2026-03-25 19:52:00,buy,20845.018168143557,20835.713178859354,20815.018168143557
2026-03-26 15:55:00,buy,20815.539691897695,20769.206148773974,20785.539691897695
2026-03-26 17:16:00,buy,20817.74677346754,20779.008951570606,20787.74677346754
2026-03-26 19:47:00,buy,20788.282207758748,20810.93684927151,20758.282207758748
2026-03-27 14:02:00,buy,20751.93351834061,20724.94036257939,20721.93351834061
2026-03-27 15:29:00,buy,20760.323984263236,20767.44723580555,20730.323984263236
2026-03-27 16:09:00,sell,20769.689380184347,20806.888504763265,20799.689380184347
2026-03-27 17:11:00,sell,20777.746413212848,20773.384207972184,20807.746413212848
2026-03-27 18:24:00,sell,20789.143357639132,20800.599587565892,20819.143357639132
2026-03-28 14:18:00,sell,20772.54313728091,20788.99273418504,20802.54313728091
2026-03-28 15:06:00,sell,20778.92513032966,20821.937005656924,20808.92513032966
2026-03-28 16:45:00,sell,20776.936360439882,20721.728653744558,20806.936360439882
2026-03-29 17:18:00,sell,20816.04871248198,20799.494437035897,20846.04871248198
2026-03-29 19:19:00,buy,20815.498335882312,20809.231151289878,20785.498335882312
2026-03-30 13:56:00,sell,20849.52777688761,20793.46276716623,20879.52777688761
2026-03-30 20:00:00,sell,20858.964280666147,20843.19289754066,20888.964280666147
2026-03-31 14:02:00,sell,20918.572029962153,20921.832639355987,20948.572029962153
2026-03-31 14:59:00,buy,20925.200623532604,20913.999731326992,20895.200623532604
2026-03-31 18:10:00,sell,20922.765213543316,20937.56238727659,20952.765213543316
