entry_ts,side,entry_price,exit_price,exit_ts,stop_price,r_multiple,tags,dir,points,dollars,R,trading_date,entry_time,prev_poc,prev_val,prev_vah,prev_high,prev_low,prev_session,day_open,midnight_open
2026-01-05 12:57:00-05:00,buy,20905.761710046347,20890.045275959303,,20875.761710046347,,,1.0,-15.716434087044036,-314.3286817408807,-0.5238811362348011,2026-01-05,12:57:00,20914.25,20908.25,20929.25,20944.42361691852,20890.47550887247,2026-01-04,20920.324589825068,20910.198653630272
2026-01-07 10:30:00-05:00,buy,20811.34849546941,20826.205620759232,,20781.34849546941,,,1.0,14.857125289821852,297.14250579643704,0.4952375096607284,2026-01-07,10:30:00,20902.5,20882.0,20914.0,20930.17612313404,20864.057699743786,2026-01-06,20869.549922706283,20858.07339197407
2026-01-07 10:50:00-05:00,buy,20807.348848193396,20831.269037802016,,20777.348848193396,,,1.0,23.920189608619694,478.4037921723939,0.7973396536206565,2026-01-07,10:50:00,20902.5,20882.0,20914.0,20930.17612313404,20864.057699743786,2026-01-06,20869.549922706283,20858.07339197407
2026-01-07 10:56:00-05:00,buy,20808.761165848104,20798.914707043685,,20778.761165848104,,,1.0,-9.846458804418944,-196.92917608837888,-0.32821529348063144,2026-01-07,10:56:00,20902.5,20882.0,20914.0,20930.17612313404,20864.057699743786,2026-01-06,20869.549922706283,20858.07339197407
2026-01-07 11:38:00-05:00,buy,20804.94763511037,20828.47290993448,,20774.94763511037,,,1.0,23.525274824110966,470.5054964822193,0.7841758274703655,2026-01-07,11:38:00,20902.5,20882.0,20914.0,20930.17612313404,20864.057699743786,2026-01-06,20869.549922706283,20858.07339197407
2026-01-07 13:23:00-05:00,buy,20814.96946907793,20833.185349174888,,20784.96946907793,,,1.0,18.215880096959154,364.3176019391831,0.6071960032319718,2026-01-07,13:23:00,20902.5,20882.0,20914.0,20930.17612313404,20864.057699743786,2026-01-06,20869.549922706283,20858.07339197407
2026-01-07 14:30:00-05:00,buy,20837.457124383243,20816.50779207853,,20807.457124383243,,,1.0,-20.949332304713607,-418.98664609427215,-0.6983110768237869,2026-01-07,14:30:00,20902.5,20882.0,20914.0,20930.17612313404,20864.057699743786,2026-01-06,20869.549922706283,20858.07339197407
2026-01-08 16:00:00-05:00,sell,20831.06750212343,20810.10203595349,,20861.06750212343,,,-1.0,20.965466169942374,419.3093233988475,0.6988488723314125,2026-01-08,16:00:00,20808.75,20798.25,20848.75,20874.810173193404,20796.59758143112,2026-01-07,20845.30005984631,20865.382760325025
2026-01-09 11:48:00-05:00,buy,20879.28674098554,20884.66849660505,,20849.28674098554,,,1.0,5.381755619509931,107.63511239019863,0.1793918539836644,2026-01-09,11:48:00,20821.25,20804.75,20858.75,20879.458515653318,20792.66840307117,2026-01-08,20826.84863869005,20873.249469843333
2026-01-09 13:29:00-05:00,buy,20883.956237572034,20872.55542045698,,20853.956237572034,,,1.0,-11.400817115052632,-228.01634230105265,-0.3800272371684211,2026-01-09,13:29:00,20821.25,20804.75,20858.75,20879.458515653318,20792.66840307117,2026-01-08,20826.84863869005,20873.249469843333
2026-01-09 14:34:00-05:00,sell,20886.652373337423,20874.38388070278,,20916.652373337423,,,-1.0,12.268492634644645,245.3698526928929,0.4089497544881548,2026-01-09,14:34:00,20821.25,20804.75,20858.75,20879.458515653318,20792.66840307117,2026-01-08,20826.84863869005,20873.249469843333
2026-01-10 10:05:00-05:00,sell,20860.185653668545,20888.54238688023,,20890.185653668545,,,-1.0,-28.356733211687242,-567.1346642337448,-0.9452244403895748,2026-01-10,10:05:00,20868.75,20860.75,20884.75,20898.917270611146,20818.772218489044,2026-01-09,20894.428365541327,20873.03846705672
2026-01-10 14:54:00-05:00,buy,20856.968848076063,20827.10714855379,,20826.968848076063,,,1.0,-29.86169952227283,-597.2339904454566,-0.995389984075761,2026-01-10,14:54:00,20868.75,20860.75,20884.75,20898.917270611146,20818.772218489044,2026-01-09,20894.428365541327,20873.03846705672
2026-01-10 15:59:00-05:00,sell,20859.36591463234,20833.249757465062,,20889.36591463234,,,-1.0,26.11615716727829,522.3231433455658,0.8705385722426097,2026-01-10,15:59:00,20868.75,20860.75,20884.75,20898.917270611146,20818.772218489044,2026-01-09,20894.428365541327,20873.03846705672
2026-01-11 13:40:00-05:00,sell,20867.217114297397,20867.544228410658,,20897.217114297397,,,-1.0,-0.32711411326090456,-6.542282265218091,-0.010903803775363485,2026-01-11,13:40:00,20883.0,20859.0,20901.0,20905.27120156945,20831.196495708093,2026-01-10,20857.66472882948,20850.18701934477
2026-01-12 11:50:00-05:00,sell,20862.938360513697,20890.23811821037,,20892.938360513697,,,-1.0,-27.299757696673623,-545.9951539334725,-0.9099919232224541,2026-01-12,11:50:00,20851.25,20844.25,20879.75,20914.484215412525,20838.12174251465,2026-01-11,20866.816464389856,20869.14720631584
2026-01-12 11:55:00-05:00,sell,20863.737410176567,20870.864817801208,,20893.737410176567,,,-1.0,-7.1274076246409095,-142.5481524928182,-0.237580254154697,2026-01-12,11:55:00,20851.25,20844.25,20879.75,20914.484215412525,20838.12174251465,2026-01-11,20866.816464389856,20869.14720631584
2026-01-12 12:29:00-05:00,sell,20864.23294057025,20892.524653815013,,20894.23294057025,,,-1.0,-28.291713244761922,-565.8342648952384,-0.9430571081587308,2026-01-12,12:29:00,20851.25,20844.25,20879.75,20914.484215412525,20838.12174251465,2026-01-11,20866.816464389856,20869.14720631584
2026-01-13 12:32:00-05:00,sell,20892.28120496505,20867.69232138126,,20922.28120496505,,,-1.0,24.588883583790448,491.77767167580896,0.8196294527930149,2026-01-13,12:32:00,20880.0,20867.5,20889.5,20900.338559508727,20846.114667653244,2026-01-12,20850.825748366344,20878.161543340462
2026-01-14 11:07:00-05:00,buy,20905.0624575758,20925.684938025017,,20875.0624575758,,,1.0,20.6224804492158,412.449608984316,0.68741601497386,2026-01-14,11:07:00,20880.75,20857.75,20897.75,20923.879320511485,20849.51652056533,2026-01-13,20873.928729119903,20891.251921810235
2026-01-15 09:49:00-05:00,sell,20870.52039939881,20842.97553446646,,20900.52039939881,,,-1.0,27.54486493235163,550.8972986470326,0.9181621644117209,2026-01-15,09:49:00,20894.5,20886.5,20916.0,20931.5733107399,20861.69314261249,2026-01-14,20909.45955136692,20891.96803601874
2026-01-15 10:20:00-05:00,sell,20868.12882842568,20861.342169093343,,20898.12882842568,,,-1.0,6.7866593323378765,135.73318664675753,0.22622197774459588,2026-01-15,10:20:00,20894.5,20886.5,20916.0,20931.5733107399,20861.69314261249,2026-01-14,20909.45955136692,20891.96803601874
2026-01-15 11:00:00-05:00,sell,20867.01564645197,20863.8581467481,,20897.01564645197,,,-1.0,3.1574997038696893,63.149994077393785,0.10524999012898964,2026-01-15,11:00:00,20894.5,20886.5,20916.0,20931.5733107399,20861.69314261249,2026-01-14,20909.45955136692,20891.96803601874
2026-01-15 11:51:00-05:00,sell,20867.69192960448,20840.99708176853,,20897.69192960448,,,-1.0,26.694847835948167,533.8969567189633,0.8898282611982722,2026-01-15,11:51:00,20894.5,20886.5,20916.0,20931.5733107399,20861.69314261249,2026-01-14,20909.45955136692,20891.96803601874
2026-01-15 14:03:00-05:00,buy,20886.724180028883,20889.70611180626,,20856.724180028883,,,1.0,2.981931777376303,59.638635547526064,0.09939772591254344,2026-01-15,14:03:00,20894.5,20886.5,20916.0,20931.5733107399,20861.69314261249,2026-01-14,20909.45955136692,20891.96803601874
2026-01-15 14:04:00-05:00,buy,20886.591132139383,20896.05959178897,,20856.591132139383,,,1.0,9.468459649586293,189.36919299172587,0.3156153216528764,2026-01-15,14:04:00,20894.5,20886.5,20916.0,20931.5733107399,20861.69314261249,2026-01-14,20909.45955136692,20891.96803601874
2026-01-16 12:14:00-05:00,sell,20862.18505466196,20819.05078033891,,20892.18505466196,,,-1.0,43.13427432305252,862.6854864610505,1.4378091441017509,2026-01-16,12:14:00,20878.75,20870.25,20893.75,20915.21787799745,20859.868914082366,2026-01-15,20895.212392464306,20855.52108406592
2026-01-16 15:58:00-05:00,buy,20838.686341392084,20842.093545652177,,20808.686341392084,,,1.0,3.40720426009284,68.1440852018568,0.11357347533642799,2026-01-16,15:58:00,20878.75,20870.25,20893.75,20915.21787799745,20859.868914082366,2026-01-15,20895.212392464306,20855.52108406592
2026-01-17 14:22:00-05:00,buy,20859.573557156047,20856.08074156136,,20829.573557156047,,,1.0,-3.492815594687272,-69.85631189374544,-0.11642718648957574,2026-01-17,14:22:00,20859.5,20849.5,20870.5,20896.77106032591,20831.380630501822,2026-01-16,20846.609794517182,20834.892346680277
2026-01-17 14:53:00-05:00,buy,20862.29038736566,20861.647608064,,20832.29038736566,,,1.0,-0.6427793016628129,-12.855586033256259,-0.021425976722093766,2026-01-17,14:53:00,20859.5,20849.5,20870.5,20896.77106032591,20831.380630501822,2026-01-16,20846.609794517182,20834.892346680277
2026-01-18 10:32:00-05:00,buy,20859.66732552927,20875.221050801803,,20829.66732552927,,,1.0,15.553725272533484,311.0745054506697,0.5184575090844494,2026-01-18,10:32:00,20857.0,20838.0,20867.0,20893.293821340583,20825.09145760785,2026-01-17,20857.022049539075,20852.351429735376
2026-01-18 10:46:00-05:00,sell,20858.43269459163,20881.139643952803,,20888.43269459163,,,-1.0,-22.70694936117434,-454.13898722348677,-0.7568983120391446,2026-01-18,10:46:00,20857.0,20838.0,20867.0,20893.293821340583,20825.09145760785,2026-01-17,20857.022049539075,20852.351429735376
2026-01-18 11:10:00-05:00,sell,20852.09060975652,20849.10098202309,,20882.09060975652,,,-1.0,2.9896277334300976,59.79255466860195,0.09965425778100326,2026-01-18,11:10:00,20857.0,20838.0,20867.0,20893.293821340583,20825.09145760785,2026-01-17,20857.022049539075,20852.351429735376
2026-01-18 11:32:00-05:00,buy,20844.618533097,20846.423739154117,,20814.618533097,,,1.0,1.805206057117175,36.1041211423435,0.060173535237239166,2026-01-18,11:32:00,20857.0,20838.0,20867.0,20893.293821340583,20825.09145760785,2026-01-17,20857.022049539075,20852.351429735376
2026-01-19 11:30:00-05:00,sell,20824.24846859268,20809.187635878345,,20854.24846859268,,,-1.0,15.060832714334538,301.21665428669075,0.5020277571444846,2026-01-19,11:30:00,20857.0,20844.0,20866.5,20874.91018923507,20811.84482891457,2026-01-18,20812.583663347534,20806.24341236784
2026-01-19 11:45:00-05:00,sell,20825.644395291238,20862.697645809654,,20855.644395291238,,,-1.0,-37.05325051841646,-741.0650103683292,-1.235108350613882,2026-01-19,11:45:00,20857.0,20844.0,20866.5,20874.91018923507,20811.84482891457,2026-01-18,20812.583663347534,20806.24341236784
2026-01-19 13:30:00-05:00,sell,20826.327181948767,20808.9067845896,,20856.327181948767,,,-1.0,17.42039735916842,348.4079471833684,0.5806799119722806,2026-01-19,13:30:00,20857.0,20844.0,20866.5,20874.91018923507,20811.84482891457,2026-01-18,20812.583663347534,20806.24341236784
2026-01-19 14:43:00-05:00,buy,20831.511617102435,20833.8604916524,,20801.511617102435,,,1.0,2.3488745499635115,46.97749099927023,0.07829581833211705,2026-01-19,14:43:00,20857.0,20844.0,20866.5,20874.91018923507,20811.84482891457,2026-01-18,20812.583663347534,20806.24341236784
2026-01-20 12:18:00-05:00,sell,20815.064382810902,20849.73304605589,,20845.064382810902,,,-1.0,-34.66866324498915,-693.373264899783,-1.155622108166305,2026-01-20,12:18:00,20825.25,20807.75,20832.75,20842.08782571042,20794.006459788223,2026-01-19,20822.9778311938,20844.03976701525
2026-01-21 12:27:00-05:00,sell,20824.014140634645,20835.590592543187,,20854.014140634645,,,-1.0,-11.576451908542367,-231.52903817084734,-0.3858817302847456,2026-01-21,12:27:00,20813.25,20802.25,20831.25,20849.687418920686,20796.969749013777,2026-01-20,20823.78118189531,20814.25371476849
2026-01-21 14:02:00-05:00,buy,20824.074926224614,20786.243285058143,,20794.074926224614,,,1.0,-37.831641166470945,-756.6328233294189,-1.2610547055490315,2026-01-21,14:02:00,20813.25,20802.25,20831.25,20849.687418920686,20796.969749013777,2026-01-20,20823.78118189531,20814.25371476849
2026-01-21 14:09:00-05:00,sell,20823.668920633045,20817.28326844762,,20853.668920633045,,,-1.0,6.385652185424988,127.71304370849975,0.21285507284749958,2026-01-21,14:09:00,20813.25,20802.25,20831.25,20849.687418920686,20796.969749013777,2026-01-20,20823.78118189531,20814.25371476849
2026-01-21 14:28:00-05:00,sell,20823.05047710408,20856.298939539098,,20853.05047710408,,,-1.0,-33.248462435018155,-664.9692487003631,-1.1082820811672718,2026-01-21,14:28:00,20813.25,20802.25,20831.25,20849.687418920686,20796.969749013777,2026-01-20,20823.78118189531,20814.25371476849
2026-01-22 10:25:00-05:00,sell,20874.492674417088,20862.406751758084,,20904.492674417088,,,-1.0,12.0859226590037,241.718453180074,0.40286408863345663,2026-01-22,10:25:00,20825.25,20814.25,20837.25,20850.807893158875,20799.73686253027,2026-01-21,20830.70225184885,20883.637182951297
2026-01-22 14:14:00-05:00,buy,20876.81884927312,20913.03326714915,,20846.81884927312,,,1.0,36.214417876028165,724.2883575205633,1.207147262534272,2026-01-22,14:14:00,20825.25,20814.25,20837.25,20850.807893158875,20799.73686253027,2026-01-21,20830.70225184885,20883.637182951297
2026-01-22 14:23:00-05:00,buy,20879.95171541042,20865.041498325903,,20849.95171541042,,,1.0,-14.91021708451808,-298.2043416903616,-0.4970072361506027,2026-01-22,14:23:00,20825.25,20814.25,20837.25,20850.807893158875,20799.73686253027,2026-01-21,20830.70225184885,20883.637182951297
2026-01-22 14:34:00-05:00,sell,20875.81806449122,20888.954688921804,,20905.81806449122,,,-1.0,-13.136624430582742,-262.73248861165484,-0.43788748101942476,2026-01-22,14:34:00,20825.25,20814.25,20837.25,20850.807893158875,20799.73686253027,2026-01-21,20830.70225184885,20883.637182951297
2026-01-23 09:35:00-05:00,sell,20852.36809626817,20868.117992087224,,20882.36809626817,,,-1.0,-15.749895819055382,-314.99791638110764,-0.5249965273018461,2026-01-23,09:35:00,20873.5,20867.5,20882.5,20891.03792509211,20829.502240324437,2026-01-22,20865.955065008307,20841.08342908576
2026-01-23 13:00:00-05:00,buy,20873.73586369917,20887.51245797827,,20843.73586369917,,,1.0,13.776594279101118,275.53188558202237,0.45921980930337064,2026-01-23,13:00:00,20873.5,20867.5,20882.5,20891.03792509211,20829.502240324437,2026-01-22,20865.955065008307,20841.08342908576
2026-01-23 15:25:00-05:00,buy,20877.259617234024,20880.89799084443,,20847.259617234024,,,1.0,3.638373610407143,72.76747220814286,0.12127912034690477,2026-01-23,15:25:00,20873.5,20867.5,20882.5,20891.03792509211,20829.502240324437,2026-01-22,20865.955065008307,20841.08342908576
2026-01-24 12:15:00-05:00,buy,20848.78637300793,20840.80232780776,,20818.78637300793,,,1.0,-7.9840452001699305,-159.6809040033986,-0.26613484000566434,2026-01-24,12:15:00,20849.25,20836.25,20864.75,20885.63201791317,20821.70500950026,2026-01-23,20877.253479866707,20915.64335004998
2026-01-24 14:44:00-05:00,buy,20838.7058094753,20864.92931131612,,20808.7058094753,,,1.0,26.223501840817335,524.4700368163467,0.8741167280272445,2026-01-24,14:44:00,20849.25,20836.25,20864.75,20885.63201791317,20821.70500950026,2026-01-23,20877.253479866707,20915.64335004998
2026-01-25 09:32:00-05:00,sell,20776.14507744549,20758.75588497756,,20806.14507744549,,,-1.0,17.389192467930116,347.7838493586023,0.5796397489310039,2026-01-25,09:32:00,20867.0,20847.5,20894.5,20921.96298878092,20823.90481836908,2026-01-24,20837.066012319745,20815.15915512228
2026-01-25 10:21:00-05:00,buy,20778.717294701262,20742.678595382924,,20748.717294701262,,,1.0,-36.03869931833833,-720.7739863667666,-1.2012899772779444,2026-01-25,10:21:00,20867.0,20847.5,20894.5,20921.96298878092,20823.90481836908,2026-01-24,20837.066012319745,20815.15915512228
2026-01-25 14:14:00-05:00,sell,20795.87514789862,20801.99943451221,,20825.87514789862,,,-1.0,-6.124286613590812,-122.48573227181623,-0.20414288711969372,2026-01-25,14:14:00,20867.0,20847.5,20894.5,20921.96298878092,20823.90481836908,2026-01-24,20837.066012319745,20815.15915512228
2026-01-26 09:39:00-05:00,buy,20769.72974894951,20754.25688107621,,20739.72974894951,,,1.0,-15.472867873300856,-309.45735746601713,-0.5157622624433619,2026-01-26,09:39:00,20786.5,20775.0,20809.5,20847.40911986137,20770.5170867664,2026-01-25,20776.91389584591,20790.934886721705
2026-01-26 09:46:00-05:00,buy,20770.7307760324,20746.83639215856,,20740.7307760324,,,1.0,-23.894383873841434,-477.8876774768287,-0.7964794624613811,2026-01-26,09:46:00,20786.5,20775.0,20809.5,20847.40911986137,20770.5170867664,2026-01-25,20776.91389584591,20790.934886721705
2026-01-26 11:41:00-05:00,sell,20766.542363026118,20764.98953875536,,20796.542363026118,,,-1.0,1.5528242707587196,31.056485415174393,0.051760809025290656,2026-01-26,11:41:00,20786.5,20775.0,20809.5,20847.40911986137,20770.5170867664,2026-01-25,20776.91389584591,20790.934886721705
2026-01-26 12:39:00-05:00,sell,20781.42197438192,20811.73432577996,,20811.42197438192,,,-1.0,-30.312351398039027,-606.2470279607805,-1.0104117132679675,2026-01-26,12:39:00,20786.5,20775.0,20809.5,20847.40911986137,20770.5170867664,2026-01-25,20776.91389584591,20790.934886721705
2026-01-26 12:46:00-05:00,buy,20779.376542524027,20770.789486251448,,20749.376542524027,,,1.0,-8.587056272579503,-171.74112545159005,-0.28623520908598343,2026-01-26,12:46:00,20786.5,20775.0,20809.5,20847.40911986137,20770.5170867664,2026-01-25,20776.91389584591,20790.934886721705
2026-01-27 09:36:00-05:00,buy,20723.503107940716,20746.4217864856,,20693.503107940716,,,1.0,22.918678544883733,458.37357089767465,0.7639559514961244,2026-01-27,09:36:00,20775.5,20769.5,20788.5,20797.18456344331,20747.88332134904,2026-01-26,20760.261310632817,20757.584732478204
2026-01-27 15:21:00-05:00,sell,20718.847312764465,20740.93974915055,,20748.847312764465,,,-1.0,-22.092436386086774,-441.8487277217355,-0.7364145462028925,2026-01-27,15:21:00,20775.5,20769.5,20788.5,20797.18456344331,20747.88332134904,2026-01-26,20760.261310632817,20757.584732478204
2026-01-27 15:55:00-05:00,buy,20722.16873923129,20696.44312693481,,20692.16873923129,,,1.0,-25.725612296479085,-514.5122459295817,-0.8575204098826361,2026-01-27,15:55:00,20775.5,20769.5,20788.5,20797.18456344331,20747.88332134904,2026-01-26,20760.261310632817,20757.584732478204
2026-01-29 11:34:00-05:00,buy,20687.31288090924,20751.69433254413,,20657.31288090924,,,1.0,64.38145163489025,1287.629032697805,2.146048387829675,2026-01-29,11:34:00,20692.75,20669.25,20714.25,20743.889634038194,20666.55273145918,2026-01-28,20707.91076919395,20691.83847606497
2026-01-29 13:16:00-05:00,buy,20692.549742307383,20711.211739679184,,20662.549742307383,,,1.0,18.66199737180068,373.2399474360136,0.6220665790600227,2026-01-29,13:16:00,20692.75,20669.25,20714.25,20743.889634038194,20666.55273145918,2026-01-28,20707.91076919395,20691.83847606497
2026-01-30 10:29:00-05:00,buy,20693.11061964783,20706.845127834564,,20663.11061964783,,,1.0,13.734508186735184,274.6901637347037,0.4578169395578395,2026-01-30,10:29:00,20690.25,20682.75,20698.75,20712.422205187475,20667.58700205481,2026-01-29,20677.87153147901,20677.4655897497
2026-01-30 11:11:00-05:00,buy,20693.29985042563,20692.87933482182,,20663.29985042563,,,1.0,-0.42051560380787123,-8.410312076157425,-0.014017186793595707,2026-01-30,11:11:00,20690.25,20682.75,20698.75,20712.422205187475,20667.58700205481,2026-01-29,20677.87153147901,20677.4655897497
2026-01-30 11:40:00-05:00,sell,20693.1125227938,20700.9157892056,,20723.1125227938,,,-1.0,-7.803266411799996,-156.0653282359999,-0.2601088803933332,2026-01-30,11:40:00,20690.25,20682.75,20698.75,20712.422205187475,20667.58700205481,2026-01-29,20677.87153147901,20677.4655897497
2026-01-30 13:10:00-05:00,sell,20697.55737391239,20702.64077400184,,20727.55737391239,,,-1.0,-5.083400089450151,-101.66800178900303,-0.16944666964833838,2026-01-30,13:10:00,20690.25,20682.75,20698.75,20712.422205187475,20667.58700205481,2026-01-29,20677.87153147901,20677.4655897497
2026-01-30 14:22:00-05:00,sell,20687.496885866643,20667.696200540187,,20717.496885866643,,,-1.0,19.800685326456005,396.0137065291201,0.6600228442152002,2026-01-30,14:22:00,20690.25,20682.75,20698.75,20712.422205187475,20667.58700205481,2026-01-29,20677.87153147901,20677.4655897497
2026-01-31 10:13:00-05:00,buy,20669.027260965635,20730.630096999703,,20639.027260965635,,,1.0,61.60283603406788,1232.0567206813575,2.0534278678022626,2026-01-31,10:13:00,20662.5,20655.0,20686.0,20704.140925165106,20648.661827307133,2026-01-30,20679.26030964742,20667.385544766454
2026-01-31 12:06:00-05:00,buy,20686.03098034845,20678.010563845663,,20656.03098034845,,,1.0,-8.020416502786247,-160.40833005572495,-0.2673472167595416,2026-01-31,12:06:00,20662.5,20655.0,20686.0,20704.140925165106,20648.661827307133,2026-01-30,20679.26030964742,20667.385544766454
2026-01-31 13:35:00-05:00,sell,20688.640614603864,20676.43827710201,,20718.640614603864,,,-1.0,12.202337501854345,244.0467500370869,0.4067445833951448,2026-01-31,13:35:00,20662.5,20655.0,20686.0,20704.140925165106,20648.661827307133,2026-01-30,20679.26030964742,20667.385544766454
2026-02-01 10:08:00-05:00,sell,20658.56608089424,20654.81235834975,,20688.56608089424,,,-1.0,3.7537225444903015,75.07445088980603,0.12512408481634338,2026-02-01,10:08:00,20664.5,20656.5,20682.5,20702.297066094896,20638.51364329393,2026-01-31,20665.15204059461,20612.564480043937
2026-02-01 11:36:00-05:00,buy,20661.098127427194,20673.836002009648,,20631.098127427194,,,1.0,12.737874582453514,254.7574916490703,0.42459581941511715,2026-02-01,11:36:00,20664.5,20656.5,20682.5,20702.297066094896,20638.51364329393,2026-01-31,20665.15204059461,20612.564480043937
2026-02-01 11:43:00-05:00,sell,20658.944793284416,20639.573012752044,,20688.944793284416,,,-1.0,19.371780532372213,387.43561064744426,0.6457260177457405,2026-02-01,11:43:00,20664.5,20656.5,20682.5,20702.297066094896,20638.51364329393,2026-01-31,20665.15204059461,20612.564480043937
2026-02-01 14:29:00-05:00,sell,20654.89078947594,20685.31033362902,,20684.89078947594,,,-1.0,-30.419544153079187,-608.3908830615837,-1.0139848051026397,2026-02-01,14:29:00,20664.5,20656.5,20682.5,20702.297066094896,20638.51364329393,2026-01-31,20665.15204059461,20612.564480043937
2026-02-02 14:55:00-05:00,buy,20613.401323845148,20663.370325195883,,20583.401323845148,,,1.0,49.9690013507352,999.380027014704,1.6656333783578399,2026-02-02,14:55:00,20653.25,20636.75,20667.75,20679.688255055044,20603.52534322514,2026-02-01,20639.570769250528,20655.822691778296
2026-02-03 10:37:00-05:00,sell,20602.7148044019,20598.5140867121,,20632.7148044019,,,-1.0,4.200717689800513,84.01435379601025,0.14002392299335042,2026-02-03,10:37:00,20655.75,20640.75,20665.25,20669.092198176408,20607.838857530376,2026-02-02,20616.83306739426,20629.074921049803
2026-02-03 12:48:00-05:00,sell,20575.3626868185,20528.1227796088,,20605.3626868185,,,-1.0,47.239907209699595,944.7981441939919,1.5746635736566532,2026-02-03,12:48:00,20655.75,20640.75,20665.25,20669.092198176408,20607.838857530376,2026-02-02,20616.83306739426,20629.074921049803
2026-02-03 14:26:00-05:00,buy,20564.47027190596,20553.158336285327,,20534.47027190596,,,1.0,-11.311935620633449,-226.23871241266897,-0.3770645206877816,2026-02-03,14:26:00,20655.75,20640.75,20665.25,20669.092198176408,20607.838857530376,2026-02-02,20616.83306739426,20629.074921049803
2026-02-04 09:35:00-05:00,sell,20600.00856852834,20605.799487640747,,20630.00856852834,,,-1.0,-5.7909191124053905,-115.81838224810781,-0.19303063708017967,2026-02-04,09:35:00,20602.25,20594.75,20628.25,20636.56626368529,20550.78722982699,2026-02-03,20556.019216002056,20595.053407194413
2026-02-04 11:29:00-05:00,buy,20628.727488672936,20661.85917182219,,20598.727488672936,,,1.0,33.13168314925497,662.6336629850994,1.104389438308499,2026-02-04,11:29:00,20602.25,20594.75,20628.25,20636.56626368529,20550.78722982699,2026-02-03,20556.019216002056,20595.053407194413
