ts,tf,direction,kind,pattern,htf_flag,entry_ref,stop_ref,wick_low,wick_high,cluster_center,confluence_count,cluster_types,vwap_touched,close,ob_mid,ob_stop
2026-02-02T10:45:00-05:00,5min,long,rejection_block,B2,with_trend,25870.625,25863.25,25863.25,25874.0,25866.0585,2,"['poc', 'vwap']",False,25874.0,25884.75,25863.25
2026-02-02T10:48:00-05:00,3min,short,displacement,B,counter_trend,25863.1387,25875.25,25874.25,25875.25,25866.8818,2,"['poc', 'vwap']",True,25860.0,25877.375,25898.75
2026-02-02T10:49:00-05:00,1min,short,rejection_block,A,counter_trend,25863.5607,25867.0,25859.5,25867.0,25867.0928,2,"['poc', 'vwap']",True,25856.25,,
2026-02-02T10:50:00-05:00,5min,short,displacement,B,counter_trend,25864.1487,25875.25,25874.25,25875.25,25869.4787,3,"['bb', 'poc', 'vwap']",True,25845.0,25875.25,25906.5
2026-02-02T10:51:00-05:00,3min,short,rejection_block,A,counter_trend,25865.1079,25867.0,25859.75,25867.0,25869.9276,3,"['bb', 'poc', 'vwap']",True,25859.75,,
2026-02-02T10:54:00-05:00,3min,short,rejection_block,A,counter_trend,25866.9097,25873.25,25863.0,25873.25,25869.9866,3,"['bb', 'poc', 'vwap']",True,25863.0,25855.375,25873.25
2026-02-02T10:55:00-05:00,5min,short,rejection_block,A,counter_trend,25867.3198,25873.25,25857.75,25873.25,25869.8233,3,"['bb', 'poc', 'vwap']",True,25857.75,25872.0,25906.5
2026-02-02T10:56:00-05:00,2min,short,rejection_block,A,counter_trend,25867.6678,25870.75,25863.5,25870.75,25871.3513,3,"['bb', 'poc', 'vwap']",True,25846.25,25854.25,25871.0
2026-02-02T10:57:00-05:00,3min,short,rejection_block,A,counter_trend,25867.9866,25870.75,25863.5,25870.75,25870.8904,3,"['bb', 'poc', 'vwap']",True,25827.25,25849.75,25873.25
2026-02-03T07:45:00-05:00,5min,short,rejection_block,B2,with_trend,25985.4875,25991.0,25989.5,25991.0,25989.3319,2,"['bb', 'vwap']",False,25984.5,25988.5,25994.75
2026-02-03T07:58:00-05:00,2min,short,rejection_block,B2,with_trend,25983.8125,25986.5,25985.25,25986.5,25987.9038,2,"['bb', 'vwap']",False,25983.5,25983.625,25987.25
2026-02-03T07:59:00-05:00,1min,short,rejection_block,B2,with_trend,25983.8125,25987.0,25983.25,25987.0,25987.8059,2,"['bb', 'vwap']",False,25983.25,25983.75,25987.0
2026-02-03T08:00:00-05:00,5min,short,rejection_block,B2,with_trend,25984.15,25987.0,25982.5,25987.0,25987.7959,2,"['bb', 'vwap']",False,25981.75,25985.375,25992.75
2026-02-03T08:01:00-05:00,1min,short,rejection_block,B2,with_trend,25984.15,25985.25,25983.5,25985.25,25987.7094,2,"['bb', 'vwap']",False,25983.5,25982.625,25985.25
2026-02-03T08:07:00-05:00,1min,long,rejection_block,A,counter_trend,25985.95,25985.0,25985.0,25987.0,25984.0531,2,"['bb', 'poc']",True,25994.75,25987.125,25979.0
2026-02-03T08:08:00-05:00,2min,long,rejection_block,A,counter_trend,25986.6125,25985.0,25985.0,25987.0,25984.2781,2,"['bb', 'poc']",True,25994.0,,
2026-02-03T08:09:00-05:00,3min,long,rejection_block,A,counter_trend,25986.6125,25985.0,25985.0,25987.0,25984.7844,2,"['bb', 'poc']",True,25993.0,25987.0,25976.75
2026-02-03T08:10:00-05:00,5min,long,displacement,B,counter_trend,25987.175,25980.0,25980.0,25982.25,25984.9969,2,"['bb', 'poc']",True,25997.5,25988.0,25978.0
2026-02-03T08:16:00-05:00,2min,long,rejection_block,A,counter_trend,25989.4375,25987.75,25987.75,25991.25,25986.9562,2,"['bb', 'poc']",True,25991.25,25995.625,25987.75
2026-02-03T08:18:00-05:00,1min,short,displacement,B,with_trend,25990.325,25995.75,25995.5,25995.75,25988.8662,3,"['bb', 'poc', 'vwap']",True,25989.5,25993.5,25997.75
2026-02-03T08:19:00-05:00,1min,long,rejection_block,A,counter_trend,25994.3284,25991.5,25991.5,25991.75,25989.0257,3,"['bb', 'poc', 'vwap']",True,25998.5,25993.875,25989.25
2026-02-03T08:20:00-05:00,5min,long,rejection_block,A,counter_trend,25994.3596,25987.75,25987.75,25989.5,25989.2269,3,"['bb', 'poc', 'vwap']",True,25995.25,25995.625,25987.75
2026-02-03T08:21:00-05:00,1min,short,displacement,B,with_trend,25988.8875,25995.25,25994.25,25995.25,25989.4139,3,"['bb', 'poc', 'vwap']",True,25988.5,25993.5,25998.5
2026-02-03T08:22:00-05:00,2min,short,displacement,B,with_trend,25985.625,25995.25,25994.25,25995.25,25989.3846,3,"['bb', 'poc', 'vwap']",True,25983.25,25990.375,25998.75
2026-02-03T08:23:00-05:00,1min,short,rejection_block,B2,with_trend,25985.625,25987.0,25982.0,25987.0,25989.3824,3,"['bb', 'poc', 'vwap']",False,25980.0,,
2026-02-03T08:24:00-05:00,2min,short,rejection_block,B2,with_trend,25985.625,25987.0,25982.0,25987.0,25989.4369,3,"['bb', 'poc', 'vwap']",False,25980.75,25987.25,25998.75
2026-02-03T08:25:00-05:00,5min,short,displacement,B,with_trend,25985.625,25995.25,25994.25,25995.25,25989.3667,3,"['bb', 'poc', 'vwap']",True,25976.25,25987.25,25998.75
2026-02-03T08:27:00-05:00,3min,long,displacement,B,counter_trend,25991.0125,25976.0,25976.0,25979.5,25989.3387,3,"['bb', 'poc', 'vwap']",True,25992.25,25985.5,25975.75
2026-02-03T08:28:00-05:00,2min,long,displacement,B,counter_trend,25990.925,25979.75,25979.75,25980.25,25989.3599,3,"['bb', 'poc', 'vwap']",True,25992.25,25985.5,25975.75
2026-02-03T08:30:00-05:00,5min,long,displacement,B,counter_trend,25990.575,25977.0,25977.0,25977.0,25990.2803,2,"['bb', 'vwap']",True,25991.5,25985.5,25975.75
2026-02-03T08:31:00-05:00,1min,short,displacement,B,with_trend,25987.7125,25993.0,25991.5,25993.0,25990.1329,2,"['bb', 'vwap']",False,25985.0,,
2026-02-03T08:32:00-05:00,2min,short,displacement,B,with_trend,25987.7125,25993.0,25991.5,25993.0,25990.0052,2,"['bb', 'vwap']",False,25986.25,25987.5,25995.25
2026-02-03T08:33:00-05:00,3min,long,rejection_block,A,counter_trend,25985.625,25983.75,25983.75,25991.5,25981.2812,2,"['bb', 'poc']",True,25996.25,25990.125,25983.75
2026-02-03T08:34:00-05:00,1min,short,displacement,B,with_trend,25987.9625,25999.5,25997.0,25999.5,25989.0604,3,"['bb', 'poc', 'vwap']",True,25986.75,25991.625,25999.5
2026-02-03T08:35:00-05:00,5min,long,rejection_block,A,counter_trend,25988.625,25982.5,25982.5,25991.5,25985.9425,2,"['bb', 'poc']",True,25992.25,25987.625,25975.75
2026-02-03T08:36:00-05:00,3min,short,displacement,B,with_trend,25985.625,25999.5,25997.0,25999.5,25985.69,2,"['bb', 'poc']",True,25979.25,25988.5,25999.5
2026-02-03T08:41:00-05:00,1min,short,rejection_block,B2,with_trend,25980.9,25986.25,25984.5,25986.25,25985.3625,2,"['bb', 'poc']",False,25976.5,25981.125,25986.25
2026-02-03T08:42:00-05:00,3min,short,rejection_block,B2,with_trend,25980.9,25986.25,25981.5,25986.25,25985.18,2,"['bb', 'poc']",False,25978.25,25979.25,25986.25
2026-02-03T08:45:00-05:00,5min,short,displacement,B,range,25982.9625,25986.25,25984.5,25986.25,25985.345,2,"['bb', 'poc']",False,25975.5,25985.875,25999.5
2026-02-03T08:50:00-05:00,5min,short,rejection_block,unclassified,range,25981.5375,25982.75,25980.25,25982.75,25984.53,2,"['bb', 'poc']",False,25980.25,25986.25,25999.5
2026-02-03T08:51:00-05:00,3min,short,rejection_block,unclassified,range,25978.375,25981.75,25978.0,25981.75,25982.7775,2,"['bb', 'poc']",False,25971.25,25976.25,25982.75
2026-02-03T08:57:00-05:00,3min,short,rejection_block,unclassified,range,25967.4035,25976.0,25973.0,25976.0,25971.6955,2,"['bb', 'vwap']",True,25967.25,25970.875,25976.0
2026-02-03T08:58:00-05:00,2min,short,rejection_block,unclassified,range,25967.3969,25976.0,25974.25,25976.0,25971.2047,2,"['bb', 'vwap']",True,25962.5,25968.75,25976.0
2026-02-03T09:00:00-05:00,5min,short,rejection_block,unclassified,range,25967.4018,25976.0,25971.0,25976.0,25970.5634,2,"['bb', 'vwap']",True,25967.25,25972.125,25982.75
2026-02-03T09:01:00-05:00,1min,short,rejection_block,unclassified,range,25967.3875,25968.0,25967.0,25968.0,25970.2125,2,"['bb', 'vwap']",True,25962.75,25965.25,25971.25
2026-02-03T09:02:00-05:00,1min,long,displacement,B,range,25972.8125,25960.5,25960.5,25963.5,25970.1042,2,"['bb', 'vwap']",True,25973.75,25966.625,25959.25
2026-02-03T09:07:00-05:00,1min,short,rejection_block,unclassified,range,25967.3923,25968.0,25966.5,25968.0,25969.0149,2,"['bb', 'vwap']",True,25961.0,,
2026-02-03T09:08:00-05:00,2min,short,rejection_block,unclassified,range,25967.3842,25968.0,25967.25,25968.0,25971.2364,2,"['bb', 'vwap']",True,25967.25,25964.5,25974.0
2026-02-03T09:09:00-05:00,3min,short,rejection_block,unclassified,range,25967.3749,25968.0,25966.5,25968.0,25970.9083,2,"['bb', 'vwap']",True,25959.25,25964.875,25974.75
2026-02-03T09:10:00-05:00,5min,short,displacement,B,range,25967.3578,25969.0,25969.0,25969.0,25969.9818,2,"['bb', 'vwap']",True,25958.25,25965.875,25976.75
2026-02-03T09:29:00-05:00,1min,short,rejection_block,unclassified,range,25939.5269,25952.5,25946.5,25952.5,25944.0884,2,"['bb', 'vwap']",True,25938.5,25944.875,25952.5
2026-02-03T09:30:00-05:00,5min,short,rejection_block,unclassified,range,25939.0138,25952.75,25942.75,25952.75,25943.2257,2,"['bb', 'vwap']",True,25934.0,25940.375,25953.25
2026-02-03T09:32:00-05:00,2min,short,rejection_block,A,range,25935.1467,25952.25,25934.75,25952.25,25939.2171,2,"['bb', 'vwap']",True,25890.5,25918.25,25952.25
2026-02-03T09:35:00-05:00,5min,short,rejection_block,unclassified,range,25948.1,25952.25,25934.75,25952.25,25950.2569,2,"['bb', 'vwap']",True,25875.25,25896.0,25953.25
2026-02-03T10:15:00-05:00,5min,short,rejection_block,unclassified,range,25604.375,25610.75,25603.75,25610.75,25606.1929,2,"['bb', 'vwap']",True,25554.0,,
2026-02-03T10:17:00-05:00,1min,short,rejection_block,unclassified,range,25592.5,25594.0,25580.25,25594.0,25596.6757,2,"['bb', 'vwap']",False,25580.25,25568.5,25594.0
2026-02-03T10:18:00-05:00,3min,short,rejection_block,unclassified,range,25588.3125,25594.0,25570.75,25594.0,25593.2687,2,"['bb', 'vwap']",False,25570.75,,
2026-02-03T10:22:00-05:00,2min,short,rejection_block,unclassified,range,25579.4375,25605.0,25575.0,25605.0,25584.14,2,"['bb', 'vwap']",True,25574.5,25578.25,25605.0
2026-02-03T10:24:00-05:00,3min,short,displacement,B,range,25573.0625,25605.0,25598.75,25605.0,25576.4308,2,"['bb', 'vwap']",True,25524.25,25559.625,25605.0
2026-02-03T10:25:00-05:00,5min,short,displacement,B,range,25566.575,25605.0,25575.0,25605.0,25569.3525,2,"['bb', 'vwap']",True,25479.75,25541.0,25605.0
2026-02-03T10:27:00-05:00,3min,short,rejection_block,unclassified,range,25559.925,25562.75,25549.25,25562.75,25562.2174,2,"['bb', 'vwap']",False,25549.25,25535.125,25600.0
2026-02-03T10:28:00-05:00,2min,short,rejection_block,unclassified,range,25560.05,25569.0,25558.25,25569.0,25561.4273,2,"['bb', 'vwap']",True,25558.25,,
2026-02-03T10:30:00-05:00,5min,short,rejection_block,unclassified,range,25556.05,25569.0,25546.0,25569.0,25558.0964,2,"['bb', 'vwap']",True,25546.0,25532.125,25594.0
2026-02-03T10:31:00-05:00,1min,short,rejection_block,unclassified,range,25553.0375,25560.0,25546.5,25560.0,25556.8591,3,"['bb', 'poc', 'vwap']",True,25534.5,25546.5,25562.5
2026-02-03T10:32:00-05:00,2min,short,rejection_block,unclassified,range,25550.725,25560.0,25546.5,25560.0,25555.5192,3,"['bb', 'poc', 'vwap']",True,25528.0,25545.0,25569.0
2026-02-03T10:33:00-05:00,1min,long,displacement,B,range,25554.6061,25519.0,25519.0,25528.5,25555.0687,3,"['bb', 'poc', 'vwap']",True,25559.0,25541.25,25519.0
2026-02-03T10:34:00-05:00,2min,short,rejection_block,unclassified,range,25550.075,25563.5,25528.5,25563.5,25554.2397,3,"['bb', 'poc', 'vwap']",True,25522.75,25544.0,25569.0
2026-02-03T10:35:00-05:00,5min,short,rejection_block,unclassified,range,25547.425,25563.5,25546.5,25563.5,25548.8346,2,"['bb', 'vwap']",True,25501.0,25519.625,25569.0
2026-02-03T10:36:00-05:00,3min,short,displacement,B,range,25543.9125,25562.75,25558.5,25562.75,25545.7356,2,"['bb', 'vwap']",True,25487.0,25523.75,25563.5
2026-02-03T10:40:00-05:00,5min,long,displacement,B,range,25541.2976,25481.5,25481.5,25500.75,25538.2863,2,"['bb', 'vwap']",True,25547.5,25522.5,25481.5
2026-02-03T10:41:00-05:00,1min,long,rejection_block,unclassified,range,25540.1736,25534.75,25534.75,25545.5,25536.4243,2,"['bb', 'vwap']",True,25547.75,,
2026-02-03T10:42:00-05:00,3min,short,rejection_block,unclassified,range,25554.5375,25561.5,25541.0,25561.5,25557.0812,2,"['bb', 'poc']",True,25532.25,25521.5,25561.5
2026-02-03T10:43:00-05:00,1min,long,rejection_block,unclassified,range,25538.2967,25528.0,25528.0,25533.0,25534.4046,2,"['bb', 'vwap']",True,25543.75,25539.25,25528.0
2026-02-03T10:45:00-05:00,5min,short,rejection_block,unclassified,range,25550.1375,25561.5,25545.5,25561.5,25554.8812,2,"['bb', 'poc']",True,25523.75,25521.5,25561.5
2026-02-03T10:48:00-05:00,2min,long,displacement,B,range,25532.05,25509.5,25509.5,25512.25,25531.8412,2,"['bb', 'vwap']",True,25566.5,25535.25,25497.5
2026-02-03T10:50:00-05:00,5min,long,displacement,B,range,25569.07,25497.5,25497.5,25523.5,25564.3475,2,"['poc', 'vwap']",True,25592.0,25546.125,25497.5
2026-02-03T10:51:00-05:00,3min,long,rejection_block,unclassified,range,25568.3347,25557.0,25557.0,25565.75,25563.9798,2,"['poc', 'vwap']",True,25618.25,25570.875,25523.5
2026-02-03T10:53:00-05:00,1min,long,rejection_block,unclassified,range,25566.3731,25564.0,25564.0,25567.25,25562.999,2,"['poc', 'vwap']",True,25567.25,25591.75,25564.0
2026-02-03T10:54:00-05:00,3min,short,displacement,B,range,25565.3419,25619.5,25618.5,25619.5,25564.7973,3,"['bb', 'poc', 'vwap']",True,25560.5,25584.25,25619.5
2026-02-03T10:55:00-05:00,5min,long,rejection_block,unclassified,range,25569.425,25549.0,25549.0,25590.5,25564.5382,3,"['bb', 'poc', 'vwap']",True,25590.5,25571.5,25523.5
2026-02-03T10:56:00-05:00,2min,long,displacement,B,range,25569.425,25559.75,25559.75,25559.75,25566.7617,2,"['bb', 'vwap']",True,25609.75,25580.125,25549.0
2026-02-03T10:57:00-05:00,3min,long,displacement,B,range,25566.8,25559.75,25559.75,25559.75,25564.2417,2,"['bb', 'vwap']",True,25622.25,25587.75,25549.0
2026-02-04T07:48:00-05:00,3min,short,rejection_block,unclassified,range,25422.9125,25427.25,25420.5,25427.25,25427.5187,2,"['bb', 'poc']",True,25420.5,25415.125,25427.25
2026-02-04T07:49:00-05:00,1min,short,rejection_block,unclassified,range,25422.5,25423.0,25420.75,25423.0,25427.3125,2,"['bb', 'poc']",False,25419.75,25421.875,25427.25
2026-02-04T07:58:00-05:00,2min,long,rejection_block,unclassified,range,25410.6875,25402.75,25402.75,25405.75,25406.5582,2,"['bb', 'vwap']",True,25415.25,25406.625,25396.75
2026-02-04T07:59:00-05:00,1min,long,rejection_block,unclassified,range,25411.075,25405.75,25405.75,25416.5,25406.7344,2,"['bb', 'vwap']",False,25416.5,25412.75,25405.75
2026-02-04T08:01:00-05:00,1min,short,rejection_block,unclassified,range,25402.2146,25408.25,25406.25,25408.25,25406.4636,2,"['bb', 'vwap']",True,25397.25,25404.875,25416.5
2026-02-04T08:03:00-05:00,3min,long,rejection_block,unclassified,range,25410.6,25393.25,25393.25,25406.25,25406.3725,2,"['bb', 'vwap']",True,25411.5,25406.5,25393.25
2026-02-04T08:05:00-05:00,5min,short,rejection_block,unclassified,range,25401.9898,25416.75,25406.25,25416.75,25405.5261,2,"['bb', 'vwap']",True,25390.75,25404.125,25417.5
2026-02-04T08:06:00-05:00,3min,short,displacement,B,range,25401.7909,25412.75,25411.25,25412.75,25404.9704,2,"['bb', 'vwap']",True,25385.75,25399.5,25416.75
2026-02-04T08:17:00-05:00,1min,long,displacement,B,range,25400.3626,25392.5,25392.5,25392.5,25399.775,2,"['bb', 'vwap']",True,25400.5,25394.75,25387.5
2026-02-04T08:18:00-05:00,1min,long,rejection_block,unclassified,range,25402.4625,25399.5,25399.5,25402.0,25399.2974,2,"['bb', 'vwap']",True,25403.0,25398.125,25387.5
2026-02-04T08:19:00-05:00,1min,short,displacement,B,range,25394.025,25408.75,25402.75,25408.75,25398.8945,2,"['bb', 'vwap']",True,25393.75,25401.25,25408.75
2026-02-04T08:23:00-05:00,1min,short,rejection_block,unclassified,range,25391.375,25399.25,25397.75,25399.25,25397.4011,2,"['bb', 'vwap']",False,25383.25,25391.375,25401.0
2026-02-04T08:24:00-05:00,3min,short,rejection_block,unclassified,range,25390.225,25401.0,25395.25,25401.0,25396.5096,2,"['bb', 'vwap']",True,25384.0,25395.125,25408.75
2026-02-04T08:25:00-05:00,5min,short,rejection_block,unclassified,range,25390.025,25401.0,25394.25,25401.0,25396.3561,2,"['bb', 'vwap']",True,25386.75,25389.125,25408.75
2026-02-04T08:29:00-05:00,1min,short,rejection_block,unclassified,range,25390.225,25396.0,25393.75,25396.0,25395.6667,2,"['bb', 'vwap']",False,25389.25,25391.5,25396.0
2026-02-04T08:31:00-05:00,1min,short,rejection_block,unclassified,range,25391.325,25397.75,25391.75,25397.75,25395.7103,2,"['bb', 'vwap']",False,25387.0,25387.625,25397.75
2026-02-04T08:32:00-05:00,2min,short,rejection_block,unclassified,range,25391.6625,25397.75,25391.75,25397.75,25395.3663,2,"['bb', 'vwap']",False,25383.25,25387.625,25397.75
2026-02-04T08:33:00-05:00,3min,short,rejection_block,unclassified,range,25391.4375,25397.75,25391.75,25397.75,25395.237,2,"['bb', 'vwap']",False,25383.5,25387.625,25397.75
2026-02-04T08:35:00-05:00,5min,long,rejection_block,unclassified,range,25398.239,25373.75,25373.75,25391.75,25394.8672,2,"['bb', 'vwap']",True,25399.25,25393.75,25369.5
2026-02-04T08:36:00-05:00,3min,short,rejection_block,unclassified,range,25391.075,25418.0,25383.25,25418.0,25395.3733,2,"['bb', 'vwap']",True,25382.75,25395.875,25418.0
2026-02-04T08:37:00-05:00,1min,short,rejection_block,unclassified,range,25390.25,25400.75,25384.0,25400.75,25395.0944,2,"['bb', 'vwap']",True,25384.0,25395.875,25418.0
2026-02-04T08:39:00-05:00,3min,short,rejection_block,unclassified,range,25389.3125,25400.75,25386.5,25400.75,25394.2087,2,"['bb', 'vwap']",True,25386.5,25389.25,25400.75
2026-02-04T08:40:00-05:00,2min,short,rejection_block,unclassified,range,25388.9375,25393.25,25390.75,25393.25,25393.8591,2,"['bb', 'vwap']",False,25386.25,25389.25,25400.75
2026-02-04T08:43:00-05:00,1min,long,rejection_block,unclassified,range,25397.0512,25389.25,25389.25,25393.75,25393.4972,2,"['bb', 'vwap']",True,25397.25,25397.875,25389.25
2026-02-04T08:46:00-05:00,2min,short,displacement,B,range,25389.4375,25397.75,25394.25,25397.75,25392.8485,2,"['bb', 'vwap']",True,25374.0,25388.375,25402.75
2026-02-04T08:48:00-05:00,3min,short,displacement,B,range,25387.15,25393.0,25393.0,25393.0,25391.1049,2,"['bb', 'vwap']",False,25366.0,25385.125,25406.5
2026-02-04T09:04:00-05:00,2min,short,rejection_block,unclassified,range,25352.8066,25359.5,25355.25,25359.5,25357.5846,2,"['bb', 'vwap']",True,25343.75,25356.375,25369.0
2026-02-04T09:05:00-05:00,5min,short,rejection_block,unclassified,range,25351.5543,25361.0,25356.25,25361.0,25355.5897,2,"['bb', 'vwap']",True,25338.5,25353.875,25370.75
2026-02-04T09:06:00-05:00,3min,short,displacement,B,range,25350.8548,25359.0,25358.0,25359.0,25354.3586,2,"['bb', 'vwap']",True,25338.75,25349.0,25361.0
2026-02-04T09:10:00-05:00,5min,short,rejection_block,unclassified,range,25345.8064,25346.5,25339.25,25346.5,25348.7282,2,"['bb', 'vwap']",True,25336.75,25347.875,25370.75
2026-02-04T09:11:00-05:00,1min,short,rejection_block,unclassified,range,25345.0494,25352.0,25343.25,25352.0,25348.2309,2,"['bb', 'vwap']",True,25343.25,25338.625,25352.0
2026-02-04T09:13:00-05:00,1min,long,rejection_block,unclassified,range,25349.6875,25347.75,25347.75,25349.5,25346.8984,2,"['bb', 'vwap']",False,25352.0,,
2026-02-04T09:14:00-05:00,1min,short,displacement,B,range,25343.7809,25352.25,25352.0,25352.25,25346.1717,2,"['bb', 'vwap']",True,25343.75,25348.375,25354.75
2026-02-04T09:15:00-05:00,3min,long,rejection_block,A,counter_trend,25348.05,25342.0,25342.0,25348.75,25345.8105,2,"['bb', 'vwap']",True,25348.75,25339.875,25325.0
2026-02-04T09:16:00-05:00,2min,long,rejection_block,A,counter_trend,25347.175,25344.0,25344.0,25344.5,25345.222,2,"['bb', 'vwap']",False,25347.25,25348.375,25342.0
2026-02-04T09:18:00-05:00,3min,short,displacement,B,with_trend,25342.5026,25352.25,25348.75,25352.25,25343.8075,2,"['bb', 'vwap']",True,25339.25,25338.75,25352.25
2026-02-04T09:19:00-05:00,1min,long,displacement,B,counter_trend,25344.3375,25337.75,25337.75,25339.0,25343.1387,2,"['bb', 'vwap']",True,25347.75,25343.5,25337.75
2026-02-04T09:21:00-05:00,3min,short,rejection_block,B2,with_trend,25341.205,25349.25,25339.0,25349.25,25342.04,2,"['bb', 'vwap']",True,25339.0,25338.625,25352.0
2026-02-04T09:22:00-05:00,2min,short,displacement,B,with_trend,25340.6359,25347.0,25342.75,25347.0,25341.2492,2,"['bb', 'vwap']",True,25334.0,25341.375,25349.25
2026-02-04T09:23:00-05:00,1min,long,displacement,B,counter_trend,25341.425,25334.5,25334.5,25334.5,25340.8015,2,"['bb', 'vwap']",True,25349.25,25342.75,25333.5
2026-02-04T09:24:00-05:00,3min,long,displacement,B,counter_trend,25342.325,25333.5,25333.5,25338.5,25340.977,2,"['bb', 'vwap']",True,25361.75,25348.25,25333.5
2026-02-04T09:25:00-05:00,5min,long,rejection_block,A,counter_trend,25343.2375,25333.5,25333.5,25342.75,25341.2203,2,"['bb', 'vwap']",True,25356.75,25350.0,25333.5
2026-02-04T09:28:00-05:00,2min,short,rejection_block,B2,with_trend,25376.7625,25387.75,25368.0,25387.75,25377.664,2,"['bb', 'vwap']",True,25366.75,25372.0,25387.75
2026-02-04T09:30:00-05:00,5min,long,displacement,B,counter_trend,25378.0505,25356.25,25356.25,25356.25,25376.8065,2,"['bb', 'vwap']",True,25386.0,25363.125,25337.75
2026-02-04T09:31:00-05:00,1min,short,displacement,B,with_trend,25362.6875,25386.75,25385.5,25386.75,25366.3564,2,"['bb', 'vwap']",True,25310.5,25346.25,25388.5
2026-02-04T09:32:00-05:00,2min,short,displacement,B,with_trend,25347.65,25386.75,25385.5,25386.75,25350.2593,2,"['bb', 'vwap']",True,25265.5,25321.25,25388.5
2026-02-04T09:33:00-05:00,3min,short,displacement,B,with_trend,25343.425,25386.75,25385.5,25386.75,25345.1185,2,"['bb', 'vwap']",True,25267.5,25309.25,25388.5
2026-02-04T09:38:00-05:00,1min,short,rejection_block,B2,with_trend,25325.8071,25358.75,25333.5,25358.75,25331.6745,2,"['bb', 'vwap']",True,25316.0,25310.75,25358.75
2026-02-04T09:39:00-05:00,3min,long,rejection_block,A,counter_trend,25334.05,25299.25,25299.25,25337.0,25329.5461,2,"['bb', 'vwap']",True,25337.0,25308.375,25230.0
2026-02-04T09:40:00-05:00,2min,long,displacement,B,counter_trend,25340.1654,25311.5,25311.5,25318.0,25339.7452,2,"['bb', 'vwap']",True,25353.5,25341.75,25299.25
2026-02-04T09:41:00-05:00,1min,short,displacement,B,with_trend,25323.2712,25353.75,25353.0,25353.75,25328.0356,2,"['bb', 'vwap']",True,25304.0,25330.875,25357.75
2026-02-04T09:43:00-05:00,1min,long,displacement,B,counter_trend,25343.7589,25320.25,25320.25,25336.5,25338.7905,2,"['bb', 'vwap']",True,25374.25,25339.5,25304.0
